;Invoice ID;Branch;City;Costumer type;Gender;Product line;Unit price;Quantity;Tax 5%;Total;Date;Time;Payment;cogs;gross margin percentage;gross income;Rating
643;131-15-8856;C;Florianopolis;Membro;Feminino;Saúde e beleza;540,81;2;27,04;1108,66;02/13/2023;19:26;cartão de crédito;1081,62;0,00;1081,62;9,4
644;273-84-2164;C;Porto Alegre;Normal;Masculino;Acessórios eletrônicos;473,75;3;23,69;1444,94;02/15/2023;15:53;pix;1421,25;0,00;1421,25;7,3
645;706-36-6154;A;Curitiba;Normal;Feminino;Saúde e beleza;607,49;6;30,37;3675,31;09/15/2023;18:43;cartão de crédito;3644,94;0,00;3644,94;5,4
646;778-89-7974;C;Florianopolis;Normal;Masculino;Casa e estilo de vida;839,57;3;41,98;2560,69;09/20/2023;14:58;dinheiro;2518,71;0,00;2518,71;8,6
647;574-31-8277;B;Curitiba;Normal;Feminino;Casa e estilo de vida;881,38;2;44,07;1806,83;07/29/2023;19:55;pix;1762,76;0,00;1762,76;6,5
648;859-71-0933;C;Florianopolis;Normal;Masculino;Acessórios eletrônicos;58,24;9;2,91;527,07;04/10/2023;15:10;cartão de crédito;524,16;0,00;524,16;7,3
649;740-11-5257;C;Florianopolis;Normal;Feminino;Casa e estilo de vida;693,17;1;34,66;727,83;04/16/2023;16:44;cartão de crédito;693,17;0,00;693,17;6,7
650;369-82-2676;B;Porto Alegre;Membro;Feminino;Acessórios eletrônicos;507,63;4;25,38;2055,90;09/26/2023;18:22;dinheiro;2030,52;0,00;2030,52;7,3
651;563-47-4072;B;Porto Alegre;Membro;Feminino;Acessórios eletrônicos;852,02;4;42,60;3450,68;08/26/2023;11:52;pix;3408,08;0,00;3408,08;6,3
652;742-04-5161;A;Florianopolis;Membro;Masculino;Alimentos e bebidas;895,56;5;44,78;4522,58;02/11/2023;17:24;pix;4477,80;0,00;4477,80;9,7
653;149-15-7606;B;Florianopolis;Normal;Feminino;Saúde e beleza;381,58;4;19,08;1545,40;03/20/2023;15:31;pix;1526,32;0,00;1526,32;6,7
654;133-77-3154;B;Florianopolis;Normal;Feminino;Saúde e beleza;239,32;6;11,97;1447,89;04/07/2023;18:04;dinheiro;1435,92;0,00;1435,92;6,1
655;169-52-4504;A;Curitiba;Normal;Feminino;Saúde e beleza;125,91;9;6,30;1139,49;02/23/2023;14:13;cartão de crédito;1133,19;0,00;1133,19;9,6
656;250-81-7186;C;Curitiba;Normal;Feminino;Saúde e beleza;362,43;1;18,12;380,55;12/03/2023;10:23;cartão de crédito;362,43;0,00;362,43;5,2
657;562-12-5430;A;Florianopolis;Normal;Feminino;Saúde e beleza;842,81;6;42,14;5099,00;02/23/2023;10:11;pix;5056,86;0,00;5056,86;6,2
658;816-72-8853;A;Florianopolis;Membro;Masculino;Acessórios eletrônicos;512,80;6;25,64;3102,44;11/15/2023;15:48;pix;3076,80;0,00;3076,80;9,2
659;491-38-3499;A;Curitiba;Membro;Masculino;Esportes e viagens;440,79;9;22,04;3989,15;11/08/2023;17:46;pix;3967,11;0,00;3967,11;8,2
660;322-02-2271;B;Curitiba;Normal;Masculino;Esportes e viagens;120,54;3;6,03;367,65;10/28/2023;11:46;pix;361,62;0,00;361,62;5,2
661;842-29-4695;C;Porto Alegre;Membro;Masculino;Acessórios eletrônicos;892,25;3;44,61;2721,36;07/01/2023;12:07;pix;2676,75;0,00;2676,75;6,2
662;725-67-2480;B;Porto Alegre;Membro;Feminino;Acessórios eletrônicos;444,85;2;22,24;911,94;01/09/2023;18:14;cartão de crédito;889,70;0,00;889,70;6,7
663;641-51-2661;C;Curitiba;Normal;Feminino;Saúde e beleza;416,71;6;20,84;2521,10;02/17/2023;14:45;pix;2500,26;0,00;2500,26;7,6
664;714-02-3114;C;Porto Alegre;Normal;Feminino;Saúde e beleza;369,48;5;18,47;1865,87;09/05/2023;11:39;pix;1847,40;0,00;1847,40;6,4
665;518-17-2983;A;Florianopolis;Normal;Masculino;Saúde e beleza;368,45;9;18,42;3334,47;02/16/2023;15:44;dinheiro;3316,05;0,00;3316,05;5,7
666;779-42-2410;B;Florianopolis;Membro;Feminino;Acessórios eletrônicos;818,69;2;40,93;1678,31;08/24/2023;13:06;pix;1637,38;0,00;1637,38;7,1
667;190-14-3147;B;Florianopolis;Membro;Masculino;Acessórios eletrônicos;887,07;4;44,35;3592,63;11/14/2023;20:43;cartão de crédito;3548,28;0,00;3548,28;7,8
668;408-66-6712;C;Porto Alegre;Normal;Feminino;Saúde e beleza;317,13;5;15,86;1601,51;09/05/2023;14:19;cartão de crédito;1585,65;0,00;1585,65;9,1
669;679-22-6530;B;Porto Alegre;Membro;Masculino;Acessórios eletrônicos;135,15;7;6,76;952,81;10/29/2023;10:01;cartão de crédito;946,05;0,00;946,05;7,2
670;588-47-8641;A;Florianopolis;Normal;Masculino;Acessórios eletrônicos;625,13;5;31,26;3156,91;07/09/2023;19:30;cartão de crédito;3125,65;0,00;3125,65;8,1
671;642-61-4706;B;Porto Alegre;Membro;Feminino;Saúde e beleza;12,49;10;0,62;125,52;05/27/2023;16:34;cartão de crédito;124,90;0,00;124,90;8,2
672;576-31-4774;B;Curitiba;Normal;Feminino;Saúde e beleza;843,89;9;42,19;7637,20;02/06/2023;13:10;dinheiro;7595,01;0,00;7595,01;5,2
673;556-41-6224;C;Curitiba;Normal;Feminino;Alimentos e bebidas;62,27;1;3,11;65,38;12/31/2023;17:10;cartão de crédito;62,27;0,00;62,27;6,6
674;811-03-8790;A;Curitiba;Normal;Feminino;Acessórios eletrônicos;149,24;3;7,46;455,18;03/23/2023;10:22;dinheiro;447,72;0,00;447,72;7,2
675;242-11-3142;B;Florianopolis;Membro;Feminino;Saúde e beleza;836,22;9;41,81;7567,79;03/16/2023;19:57;cartão de crédito;7525,98;0,00;7525,98;7,6
676;752-23-3760;B;Curitiba;Membro;Feminino;Acessórios eletrônicos;826,97;10;41,35;8311,05;12/28/2023;19:29;dinheiro;8269,70;0,00;8269,70;9,3
677;274-05-5470;A;Curitiba;Normal;Feminino;Casa e estilo de vida;775,86;3;38,79;2366,37;10/03/2023;18:30;dinheiro;2327,58;0,00;2327,58;8,0
678;648-94-3045;C;Porto Alegre;Membro;Feminino;Acessórios eletrônicos;327,67;1;16,38;344,05;06/02/2023;14:27;cartão de crédito;327,67;0,00;327,67;7,3
679;130-67-4723;A;Curitiba;Membro;Masculino;Casa e estilo de vida;502,22;7;25,11;3540,65;02/09/2023;13:57;pix;3515,54;0,00;3515,54;8,1
680;528-87-5606;B;Porto Alegre;Membro;Masculino;Acessórios eletrônicos;756,54;10;37,83;7603,23;02/16/2023;19:43;cartão de crédito;7565,40;0,00;7565,40;7,1
681;320-85-2052;B;Porto Alegre;Membro;Masculino;Saúde e beleza;971,72;2;48,59;1992,03;09/17/2023;10:11;cartão de crédito;1943,44;0,00;1943,44;7,8
682;370-96-0655;C;Florianopolis;Membro;Feminino;Alimentos e bebidas;702,74;10;35,14;7062,54;05/16/2023;13:46;pix;7027,40;0,00;7027,40;9,0
683;105-10-6182;A;Florianopolis;Membro;Feminino;Acessórios eletrônicos;302,18;1;15,11;317,29;02/12/2023;12:22;dinheiro;302,18;0,00;302,18;5,3
684;510-79-0415;B;Florianopolis;Membro;Masculino;Casa e estilo de vida;626,60;8;31,33;5044,13;06/10/2023;19:20;cartão de crédito;5012,80;0,00;5012,80;6,6
685;241-96-5076;B;Porto Alegre;Normal;Feminino;Acessórios eletrônicos;182,45;7;9,12;1286,27;02/16/2023;12:58;cartão de crédito;1277,15;0,00;1277,15;5,5
686;767-97-4650;B;Curitiba;Membro;Feminino;Saúde e beleza;318,40;6;15,92;1926,32;01/03/2023;11:59;cartão de crédito;1910,40;0,00;1910,40;7,5
687;648-83-1321;A;Curitiba;Normal;Feminino;Alimentos e bebidas;78,99;2;3,95;161,93;03/13/2023;17:59;dinheiro;157,98;0,00;157,98;9,4
688;173-57-2300;C;Curitiba;Membro;Feminino;Saúde e beleza;326,29;5;16,31;1647,76;01/26/2023;12:51;pix;1631,45;0,00;1631,45;8,9
689;305-03-2383;A;Curitiba;Normal;Masculino;Esportes e viagens;651,05;8;32,55;5240,95;06/30/2023;10:36;pix;5208,40;0,00;5208,40;6,8
690;394-55-6384;C;Curitiba;Membro;Masculino;Saúde e beleza;762,16;10;38,11;7659,71;05/20/2023;13:38;dinheiro;7621,60;0,00;7621,60;9,2
691;266-20-6657;C;Florianopolis;Normal;Feminino;Saúde e beleza;589,90;5;29,50;2979,00;04/13/2023;19:39;dinheiro;2949,50;0,00;2949,50;7,6
692;689-05-1884;A;Porto Alegre;Normal;Feminino;Acessórios eletrônicos;613,88;5;30,69;3100,09;09/26/2023;12:44;pix;3069,40;0,00;3069,40;6,2
693;196-01-2849;C;Florianopolis;Normal;Feminino;Acessórios eletrônicos;528,12;10;26,41;5307,61;05/16/2023;13:56;pix;5281,20;0,00;5281,20;8,3
694;372-62-5264;C;Curitiba;Membro;Masculino;Casa e estilo de vida;599,87;2;29,99;1229,73;08/28/2023;14:42;pix;1199,74;0,00;1199,74;9,6
695;800-09-8606;A;Porto Alegre;Membro;Masculino;Saúde e beleza;136,36;3;6,82;415,90;05/26/2023;19:45;dinheiro;409,08;0,00;409,08;9,3
696;182-52-7000;A;Curitiba;Membro;Masculino;Alimentos e bebidas;732,68;3;36,63;2234,67;09/21/2023;20:26;dinheiro;2198,04;0,00;2198,04;5,4
697;826-58-8051;B;Curitiba;Membro;Masculino;Esportes e viagens;632,90;6;31,64;3829,04;05/02/2023;19:46;dinheiro;3797,40;0,00;3797,40;8,8
698;868-06-0466;A;Curitiba;Membro;Feminino;Saúde e beleza;758,95;1;37,95;796,90;04/28/2023;19:38;dinheiro;758,95;0,00;758,95;8,3
699;751-41-9720;C;Curitiba;Normal;Feminino;Acessórios eletrônicos;756,92;7;37,85;5336,29;12/18/2023;16:18;cartão de crédito;5298,44;0,00;5298,44;7,6
700;626-43-7888;C;Florianopolis;Membro;Feminino;Saúde e beleza;866,38;1;43,32;909,70;10/08/2023;12:23;dinheiro;866,38;0,00;866,38;6,9
701;176-64-7711;B;Porto Alegre;Normal;Masculino;Casa e estilo de vida;247,85;5;12,39;1251,64;02/12/2023;19:11;dinheiro;1239,25;0,00;1239,25;5,5
702;191-29-0321;B;Curitiba;Normal;Feminino;Acessórios eletrônicos;830,49;6;41,52;5024,46;12/19/2023;18:57;cartão de crédito;4982,94;0,00;4982,94;8,4
703;729-06-2010;B;Porto Alegre;Membro;Masculino;Acessórios eletrônicos;817,10;2;40,86;1675,06;01/30/2023;11:18;dinheiro;1634,20;0,00;1634,20;6,9
704;640-48-5028;B;Florianopolis;Membro;Masculino;Saúde e beleza;925,87;3;46,29;2823,90;12/14/2023;12:40;dinheiro;2777,61;0,00;2777,61;8,9
705;186-79-9562;B;Curitiba;Membro;Masculino;Saúde e beleza;544,70;4;27,24;2206,04;01/23/2023;14:06;dinheiro;2178,80;0,00;2178,80;9,3
706;834-45-5519;B;Curitiba;Membro;Masculino;Alimentos e bebidas;487,43;4;24,37;1974,09;01/19/2023;20:48;pix;1949,72;0,00;1949,72;8,1
707;162-65-8559;C;Porto Alegre;Membro;Feminino;Acessórios eletrônicos;528,14;8;26,41;4251,53;04/15/2023;20:13;dinheiro;4225,12;0,00;4225,12;7,5
708;760-27-5490;C;Porto Alegre;Normal;Masculino;Casa e estilo de vida;273,86;7;13,69;1930,71;08/12/2023;20:37;dinheiro;1917,02;0,00;1917,02;5,4
709;445-30-9252;A;Curitiba;Normal;Feminino;Saúde e beleza;446,69;10;22,33;4489,23;02/24/2023;17:59;dinheiro;4466,90;0,00;4466,90;8,5
710;786-94-2700;A;Florianopolis;Normal;Feminino;Acessórios eletrônicos;123,58;2;6,18;253,34;08/01/2023;20:18;dinheiro;247,16;0,00;247,16;8,0
711;728-88-7867;C;Florianopolis;Normal;Feminino;Acessórios eletrônicos;345,55;1;17,28;362,83;01/30/2023;15:52;pix;345,55;0,00;345,55;9,6
712;183-21-3799;C;Porto Alegre;Normal;Masculino;Saúde e beleza;869,67;8;43,48;7000,84;08/08/2023;15:14;dinheiro;6957,36;0,00;6957,36;6,4
713;268-20-3585;C;Porto Alegre;Normal;Feminino;Acessórios eletrônicos;563,92;2;28,20;1156,04;06/03/2023;12:50;pix;1127,84;0,00;1127,84;5,6
714;735-32-9839;C;Curitiba;Normal;Feminino;Casa e estilo de vida;529,29;8;26,46;4260,78;06/28/2023;10:36;cartão de crédito;4234,32;0,00;4234,32;9,0
715;258-92-7466;A;Porto Alegre;Membro;Masculino;Casa e estilo de vida;369,29;8;18,46;2972,78;02/03/2023;18:33;pix;2954,32;0,00;2954,32;9,9
716;857-16-3520;A;Florianopolis;Membro;Masculino;Saúde e beleza;767,23;9;38,36;6943,43;01/04/2023;16:06;cartão de crédito;6905,07;0,00;6905,07;6,6
717;482-17-1179;A;Porto Alegre;Membro;Masculino;Casa e estilo de vida;513,96;9;25,70;4651,34;12/26/2023;12:47;pix;4625,64;0,00;4625,64;9,8
718;788-21-5741;A;Florianopolis;Membro;Feminino;Casa e estilo de vida;149,25;8;7,46;1201,46;01/29/2023;13:34;dinheiro;1194,00;0,00;1194,00;6,3
719;821-14-9046;B;Florianopolis;Normal;Masculino;Esportes e viagens;369,75;7;18,49;2606,74;08/15/2023;15:04;dinheiro;2588,25;0,00;2588,25;6,0
720;418-05-0656;B;Curitiba;Membro;Feminino;Casa e estilo de vida;875,99;10;43,80;8803,70;04/21/2023;20:42;dinheiro;8759,90;0,00;8759,90;6,4
721;678-79-0726;C;Porto Alegre;Membro;Masculino;Alimentos e bebidas;519,55;3;25,98;1584,63;12/15/2023;15:28;pix;1558,65;0,00;1558,65;8,3
722;776-68-1096;B;Curitiba;Normal;Masculino;Saúde e beleza;696,02;9;34,80;6298,98;12/04/2023;13:45;dinheiro;6264,18;0,00;6264,18;6,2
723;592-46-1692;C;Florianopolis;Membro;Masculino;Esportes e viagens;350,17;2;17,51;717,85;01/16/2023;20:10;cartão de crédito;700,34;0,00;700,34;9,5
724;434-35-9162;B;Florianopolis;Membro;Feminino;Saúde e beleza;879,43;8;43,97;7079,41;03/26/2023;18:53;pix;7035,44;0,00;7035,44;9,7
725;149-14-0304;C;Porto Alegre;Membro;Feminino;Acessórios eletrônicos;570,05;10;28,50;5729,00;05/16/2023;14:24;dinheiro;5700,50;0,00;5700,50;7,6
726;442-44-6497;C;Curitiba;Membro;Masculino;Saúde e beleza;646,30;10;32,31;6495,31;09/10/2023;11:42;cartão de crédito;6463,00;0,00;6463,00;9,3
727;174-64-0215;B;Porto Alegre;Normal;Masculino;Acessórios eletrônicos;459,91;5;23,00;2322,55;03/07/2023;17:49;pix;2299,55;0,00;2299,55;6,5
728;210-74-9613;C;Florianopolis;Membro;Masculino;Saúde e beleza;591,33;2;29,57;1212,23;09/20/2023;15:33;pix;1182,66;0,00;1182,66;6,9
729;299-29-0180;B;Curitiba;Normal;Masculino;Saúde e beleza;937,65;8;46,88;7548,08;06/07/2023;10:54;pix;7501,20;0,00;7501,20;5,8
730;247-11-2470;A;Curitiba;Normal;Feminino;Saúde e beleza;910,18;8;45,51;7326,95;06/16/2023;16:23;dinheiro;7281,44;0,00;7281,44;5,5
731;635-28-5728;A;Porto Alegre;Normal;Feminino;Saúde e beleza;397,00;3;19,85;1210,85;02/06/2023;19:33;dinheiro;1191,00;0,00;1191,00;8,6
732;756-49-0168;A;Florianopolis;Membro;Feminino;Saúde e beleza;448,77;4;22,44;1817,52;06/14/2023;11:39;pix;1795,08;0,00;1795,08;6,1
733;438-23-1242;B;Curitiba;Normal;Feminino;Saúde e beleza;841,61;4;42,08;3408,52;08/21/2023;10:38;cartão de crédito;3366,44;0,00;3366,44;6,4
734;238-45-6950;B;Curitiba;Membro;Masculino;Saúde e beleza;417,65;6;20,88;2526,78;10/30/2023;20:03;dinheiro;2505,90;0,00;2505,90;6,8
735;607-65-2441;C;Florianopolis;Membro;Masculino;Saúde e beleza;897,59;4;44,88;3635,24;10/24/2023;12:39;dinheiro;3590,36;0,00;3590,36;7,1
736;386-27-7606;C;Florianopolis;Normal;Feminino;Acessórios eletrônicos;313,03;4;15,65;1267,77;01/30/2023;15:59;cartão de crédito;1252,12;0,00;1252,12;9,2
737;137-63-5492;C;Florianopolis;Normal;Masculino;Acessórios eletrônicos;865,58;7;43,28;6102,34;12/02/2023;14:26;cartão de crédito;6059,06;0,00;6059,06;7,9
738;197-77-7132;B;Curitiba;Membro;Masculino;Casa e estilo de vida;672,25;2;33,61;1378,11;06/06/2023;18:22;pix;1344,50;0,00;1344,50;5,5
739;805-86-0265;A;Florianopolis;Membro;Masculino;Casa e estilo de vida;611,11;3;30,56;1863,89;11/06/2023;11:32;pix;1833,33;0,00;1833,33;9,1
740;733-29-1227;C;Porto Alegre;Membro;Feminino;Acessórios eletrônicos;994,55;6;49,73;6017,03;07/02/2023;12:41;cartão de crédito;5967,30;0,00;5967,30;8,4
741;451-73-2711;C;Florianopolis;Membro;Feminino;Acessórios eletrônicos;771,02;5;38,55;3893,65;09/22/2023;15:20;dinheiro;3855,10;0,00;3855,10;5,8
742;373-14-0504;A;Florianopolis;Normal;Feminino;Casa e estilo de vida;566,01;5;28,30;2858,35;10/13/2023;14:33;cartão de crédito;2830,05;0,00;2830,05;5,9
743;546-80-2899;A;Curitiba;Normal;Masculino;Casa e estilo de vida;170,49;4;8,52;690,48;02/27/2023;15:29;pix;681,96;0,00;681,96;6,2
744;345-68-9016;C;Porto Alegre;Normal;Feminino;Saúde e beleza;775,90;1;38,80;814,70;10/08/2023;16:19;pix;775,90;0,00;775,90;7,2
745;390-17-5806;C;Florianopolis;Normal;Masculino;Acessórios eletrônicos;328,46;7;16,42;2315,64;11/03/2023;16:33;pix;2299,22;0,00;2299,22;7,9
746;457-13-1708;B;Florianopolis;Normal;Feminino;Acessórios eletrônicos;427,58;3;21,38;1304,12;03/22/2023;19:07;cartão de crédito;1282,74;0,00;1282,74;8,4
747;664-14-2882;C;Florianopolis;Membro;Masculino;Saúde e beleza;637,22;6;31,86;3855,18;12/27/2023;14:43;dinheiro;3823,32;0,00;3823,32;6,9
748;487-79-6868;B;Florianopolis;Membro;Feminino;Saúde e beleza;283,55;8;14,18;2282,58;12/12/2023;19:28;dinheiro;2268,40;0,00;2268,40;7,1
749;314-23-4520;C;Florianopolis;Membro;Masculino;Saúde e beleza;663,07;1;33,15;696,22;06/17/2023;20:44;dinheiro;663,07;0,00;663,07;9,4
750;210-30-7976;B;Florianopolis;Normal;Masculino;Casa e estilo de vida;770,53;2;38,53;1579,59;12/24/2023;11:16;dinheiro;1541,06;0,00;1541,06;6,3
751;585-86-8361;A;Curitiba;Normal;Masculino;Acessórios eletrônicos;937,63;9;46,88;8485,55;04/11/2023;10:31;cartão de crédito;8438,67;0,00;8438,67;9,8
752;807-14-7833;A;Florianopolis;Membro;Feminino;Casa e estilo de vida;869,16;6;43,46;5258,42;09/23/2023;12:30;cartão de crédito;5214,96;0,00;5214,96;8,5
753;775-72-1988;B;Porto Alegre;Normal;Masculino;Saúde e beleza;735,23;6;36,76;4448,14;09/24/2023;15:05;cartão de crédito;4411,38;0,00;4411,38;9,1
754;288-38-3758;C;Florianopolis;Membro;Feminino;Saúde e beleza;470,39;9;23,52;4257,03;11/10/2023;18:30;dinheiro;4233,51;0,00;4233,51;5,8
755;652-43-6591;A;Florianopolis;Normal;Masculino;Saúde e beleza;156,36;9;7,82;1415,06;03/13/2023;13:18;dinheiro;1407,24;0,00;1407,24;6,0
756;785-96-0615;B;Florianopolis;Membro;Feminino;Acessórios eletrônicos;639,97;2;32,00;1311,94;09/13/2023;15:28;dinheiro;1279,94;0,00;1279,94;5,9
757;406-46-7107;A;Curitiba;Normal;Masculino;Acessórios eletrônicos;142,53;4;7,13;577,25;08/10/2023;11:52;dinheiro;570,12;0,00;570,12;8,1
758;250-17-5703;A;Florianopolis;Normal;Feminino;Casa e estilo de vida;846,53;1;42,33;888,86;08/25/2023;18:24;pix;846,53;0,00;846,53;5,6
759;156-95-3964;A;Florianopolis;Membro;Masculino;Casa e estilo de vida;890,81;5;44,54;4498,59;02/24/2023;15:19;dinheiro;4454,05;0,00;4454,05;9,3
760;842-40-8179;B;Porto Alegre;Normal;Feminino;Saúde e beleza;376,60;6;18,83;2278,43;05/01/2023;10:38;dinheiro;2259,60;0,00;2259,60;7,7
761;525-09-8450;B;Porto Alegre;Normal;Masculino;Casa e estilo de vida;744,00;5;37,20;3757,20;03/16/2023;15:12;pix;3720,00;0,00;3720,00;6,0
762;410-67-1709;A;Porto Alegre;Normal;Feminino;Acessórios eletrônicos;11,91;9;0,60;107,79;11/16/2023;17:48;dinheiro;107,19;0,00;107,19;5,9
763;587-73-4862;A;Curitiba;Membro;Masculino;Acessórios eletrônicos;40,06;9;2,00;362,54;02/12/2023;11:07;cartão de crédito;360,54;0,00;360,54;5,9
764;787-87-2010;A;Curitiba;Normal;Feminino;Casa e estilo de vida;224,67;2;11,23;460,57;05/13/2023;15:48;dinheiro;449,34;0,00;449,34;7,5
765;593-14-4239;B;Curitiba;Membro;Feminino;Acessórios eletrônicos;427,94;10;21,40;4300,80;08/18/2023;19:40;cartão de crédito;4279,40;0,00;4279,40;5,3
766;801-88-0346;C;Curitiba;Membro;Feminino;Saúde e beleza;735,10;10;36,76;7387,76;02/19/2023;20:30;pix;7351,00;0,00;7351,00;5,7
767;388-76-2555;B;Florianopolis;Membro;Feminino;Acessórios eletrônicos;736,36;2;36,82;1509,54;05/04/2023;13:59;pix;1472,72;0,00;1472,72;5,3
768;711-31-1234;B;Curitiba;Membro;Feminino;Saúde e beleza;848,05;6;42,40;5130,70;05/02/2023;18:51;cartão de crédito;5088,30;0,00;5088,30;7,4
769;886-54-6089;A;Florianopolis;Normal;Feminino;Saúde e beleza;435,41;3;21,77;1328,00;05/27/2023;17:24;dinheiro;1306,23;0,00;1306,23;8,9
770;707-32-7409;B;Porto Alegre;Membro;Masculino;Saúde e beleza;244,40;7;12,22;1723,02;09/19/2023;11:58;dinheiro;1710,80;0,00;1710,80;7,1
771;759-98-4285;C;Curitiba;Membro;Masculino;Saúde e beleza;989,04;5;49,45;4994,65;02/28/2023;19:01;dinheiro;4945,20;0,00;4945,20;5,2
772;201-63-8275;C;Porto Alegre;Membro;Feminino;Saúde e beleza;65,26;5;3,26;329,56;12/16/2023;16:50;dinheiro;326,30;0,00;326,30;9,8
773;471-06-8611;C;Florianopolis;Membro;Masculino;Casa e estilo de vida;278,76;8;13,94;2244,02;07/22/2023;10:22;cartão de crédito;2230,08;0,00;2230,08;5,7
774;200-16-5952;C;Florianopolis;Normal;Feminino;Alimentos e bebidas;301,95;2;15,10;619,00;05/06/2023;16:46;pix;603,90;0,00;603,90;8,4
775;120-54-2248;B;Porto Alegre;Membro;Feminino;Acessórios eletrônicos;297,64;9;14,88;2693,64;02/16/2023;18:08;pix;2678,76;0,00;2678,76;9,2
776;102-77-2261;C;Curitiba;Membro;Masculino;Alimentos e bebidas;426,14;5;21,31;2152,01;02/18/2023;18:02;dinheiro;2130,70;0,00;2130,70;8,3
777;875-31-8302;B;Curitiba;Normal;Masculino;Acessórios eletrônicos;195,28;6;9,76;1181,44;11/15/2023;13:07;dinheiro;1171,68;0,00;1171,68;6,2
778;102-06-2002;C;Porto Alegre;Membro;Masculino;Saúde e beleza;86,39;9;4,32;781,83;09/03/2023;17:52;cartão de crédito;777,51;0,00;777,51;5,4
779;457-94-0464;B;Porto Alegre;Membro;Masculino;Saúde e beleza;652,83;7;32,64;4602,45;06/20/2023;20:32;cartão de crédito;4569,81;0,00;4569,81;7,0
780;629-42-4133;C;Curitiba;Membro;Masculino;Saúde e beleza;690,21;1;34,51;724,72;09/26/2023;19:24;cartão de crédito;690,21;0,00;690,21;8,1
781;534-53-3526;A;Porto Alegre;Normal;Masculino;Acessórios eletrônicos;361,03;9;18,05;3267,32;04/03/2023;16:06;pix;3249,27;0,00;3249,27;8,8
782;307-04-2070;A;Porto Alegre;Normal;Feminino;Casa e estilo de vida;720,20;2;36,01;1476,41;02/03/2023;14:14;dinheiro;1440,40;0,00;1440,40;6,1
783;468-99-7231;C;Porto Alegre;Normal;Masculino;Alimentos e bebidas;686,77;6;34,34;4154,96;01/04/2023;17:36;pix;4120,62;0,00;4120,62;5,1
784;516-77-6464;C;Curitiba;Normal;Feminino;Esportes e viagens;66,34;7;3,32;467,70;06/05/2023;13:08;pix;464,38;0,00;464,38;8,9
785;404-91-5964;A;Florianopolis;Membro;Feminino;Saúde e beleza;821,70;1;41,09;862,79;09/20/2023;16:09;dinheiro;821,70;0,00;821,70;9,4
786;886-77-9084;C;Porto Alegre;Normal;Feminino;Acessórios eletrônicos;499,90;3;25,00;1524,70;12/28/2023;11:33;cartão de crédito;1499,70;0,00;1499,70;5,3
787;790-38-4466;C;Porto Alegre;Membro;Feminino;Saúde e beleza;497,23;6;24,86;3008,24;12/23/2023;10:18;cartão de crédito;2983,38;0,00;2983,38;7,1
788;704-10-4056;C;Porto Alegre;Membro;Masculino;Saúde e beleza;533,85;9;26,69;4831,34;10/04/2023;10:55;pix;4804,65;0,00;4804,65;9,0
789;497-37-6538;A;Curitiba;Normal;Feminino;Esportes e viagens;498,50;2;24,93;1021,93;11/27/2023;15:15;cartão de crédito;997,00;0,00;997,00;6,3
790;651-96-5970;A;Florianopolis;Normal;Masculino;Acessórios eletrônicos;126,29;9;6,31;1142,92;07/26/2023;20:06;dinheiro;1136,61;0,00;1136,61;7,8
791;400-80-4065;C;Florianopolis;Membro;Feminino;Acessórios eletrônicos;431,86;5;21,59;2180,89;11/30/2023;20:21;pix;2159,30;0,00;2159,30;5,3
792;744-16-7898;B;Curitiba;Membro;Masculino;Casa e estilo de vida;811,29;3;40,56;2474,43;05/26/2023;13:48;pix;2433,87;0,00;2433,87;8,1
793;263-12-5321;A;Curitiba;Membro;Feminino;Casa e estilo de vida;132,82;3;6,64;405,10;10/27/2023;12:52;pix;398,46;0,00;398,46;6,9
794;702-72-0487;A;Curitiba;Normal;Feminino;Saúde e beleza;355,60;4;17,78;1440,18;09/14/2023;12:28;dinheiro;1422,40;0,00;1422,40;7,5
795;605-83-1050;B;Porto Alegre;Normal;Feminino;Casa e estilo de vida;116,70;10;5,84;1172,84;06/26/2023;16:26;dinheiro;1167,00;0,00;1167,00;8,2
796;443-60-9639;C;Florianopolis;Membro;Masculino;Esportes e viagens;194,46;3;9,72;593,10;08/08/2023;13:24;dinheiro;583,38;0,00;583,38;8,2
797;864-24-7918;A;Porto Alegre;Membro;Masculino;Casa e estilo de vida;724,87;2;36,24;1485,98;03/18/2023;15:15;dinheiro;1449,74;0,00;1449,74;7,4
798;359-94-5395;B;Florianopolis;Membro;Masculino;Saúde e beleza;86,09;9;4,30;779,11;10/10/2023;10:50;dinheiro;774,81;0,00;774,81;6,0
799;401-09-4232;C;Porto Alegre;Normal;Feminino;Saúde e beleza;786,68;5;39,33;3972,73;02/09/2023;18:38;dinheiro;3933,40;0,00;3933,40;7,2
800;751-15-6198;B;Curitiba;Normal;Feminino;Alimentos e bebidas;618,00;3;30,90;1884,90;02/28/2023;16:45;cartão de crédito;1854,00;0,00;1854,00;9,2
801;324-41-6833;C;Porto Alegre;Membro;Feminino;Saúde e beleza;227,62;10;11,38;2287,58;01/25/2023;19:30;pix;2276,20;0,00;2276,20;6,4
802;474-33-8305;C;Porto Alegre;Normal;Masculino;Esportes e viagens;234,01;5;11,70;1181,75;09/15/2023;13:23;dinheiro;1170,05;0,00;1170,05;5,2
803;759-29-9521;A;Florianopolis;Membro;Feminino;Acessórios eletrônicos;932,46;6;46,62;5641,38;06/16/2023;11:27;dinheiro;5594,76;0,00;5594,76;5,2
